Date,Product,Category,Sales,Units
2023-11-03,Face Serum,Beauty,475.37,12
2023-11-04,Laptop,Electronics,8618.49,10
2023-11-04,Smartphone,Electronics,11959.94,20
2023-11-04,Headphones,Electronics,3336.71,28
2023-11-04,Tablet,Electronics,6611.32,16
2023-11-04,Smart Watch,Electronics,4384.8,18
2023-11-04,T-Shirt,Clothing,1583.47,64
2023-11-04,Jeans,Clothing,2778.86,45
2023-11-04,Jacket,Clothing,2631.32,30
2023-11-04,Sneakers,Clothing,1457.34,20
2023-11-04,Dress,Clothing,1411.04,21
2023-11-04,Blender,Home & Kitchen,786.74,16
2023-11-04,Coffee Maker,Home & Kitchen,900.01,12
2023-11-04,Cookware Set,Home & Kitchen,1456.96,12
2023-11-04,Vacuum Cleaner,Home & Kitchen,1192.5,6
2023-11-04,Air Fryer,Home & Kitchen,1654.54,19
2023-11-04,Shampoo,Beauty,419.72,34
2023-11-04,Moisturizer,Beauty,849.97,30
2023-11-04,Lipstick,Beauty,483.85,26
2023-11-04,Perfume,Beauty,665.28,10
2023-11-04,Face Serum,Beauty,602.73,14
2023-11-05,Laptop,Electronics,6733.98,8
2023-11-05,Smartphone,Electronics,12027.71,18
2023-11-05,Headphones,Electronics,4199.36,34
2023-11-05,Tablet,Electronics,4558.85,12
2023-11-05,Smart Watch,Electronics,7584.27,30
2023-11-05,T-Shirt,Clothing,1092.2,48
2023-11-05,Jeans,Clothing,2177.74,37
2023-11-05,Jacket,Clothing,2504.34,28
2023-11-05,Sneakers,Clothing,1982.44,24
2023-11-05,Dress,Clothing,1281.52,18
2023-11-05,Blender,Home & Kitchen,912.32,20
2023-11-05,Coffee Maker,Home & Kitchen,1180.23,15
2023-11-05,Cookware Set,Home & Kitchen,1217.02,10
2023-11-05,Vacuum Cleaner,Home & Kitchen,1441.02,7
2023-11-05,Air Fryer,Home & Kitchen,982.58,12
2023-11-05,Shampoo,Beauty,401.22,34
2023-11-05,Moisturizer,Beauty,674.44,24
2023-11-05,Lipstick,Beauty,652.16,37
2023-11-05,Perfume,Beauty,555.8,9
2023-11-05,Face Serum,Beauty,511.91,12
2023-11-06,Laptop,Electronics,6843.57,8
2023-11-06,Smartphone,Electronics,12915.1,20
2023-11-06,Headphones,Electronics,3523.24,27
2023-11-06,Tablet,Electronics,5348.25,13
2023-11-06,Smart Watch,Electronics,4355.25,19
2023-11-06,T-Shirt,Clothing,1258.67,55
2023-11-06,Jeans,Clothing,1454.66,25
2023-11-06,Jacket,Clothing,1053.77,12
2023-11-06,Sneakers,Clothing,1474.89,20
2023-11-06,Dress,Clothing,939.05,14
2023-11-06,Blender,Home & Kitchen,1123.3,22
2023-11-06,Coffee Maker,Home & Kitchen,874.73,11
2023-11-06,Cookware Set,Home & Kitchen,1175.85,9
2023-11-06,Vacuum Cleaner,Home & Kitchen,1600.39,8
2023-11-06,Air Fryer,Home & Kitchen,1511.39,18
2023-11-06,Shampoo,Beauty,465.03,40
2023-11-06,Moisturizer,Beauty,698.99,26
2023-11-06,Lipstick,Beauty,586.16,34
2023-11-06,Perfume,Beauty,737.21,11
2023-11-06,Face Serum,Beauty,484.83,12
2023-11-07,Laptop,Electronics,6694.23,8
2023-11-07,Smartphone,Electronics,13303.0,21
2023-11-07,Headphones,Electronics,3854.08,29
2023-11-07,Tablet,Electronics,5198.33,14
2023-11-07,Smart Watch,Electronics,5420.15,22
2023-11-07,T-Shirt,Clothing,1081.85,45
2023-11-07,Jeans,Clothing,1659.53,27
2023-11-07,Jacket,Clothing,1573.85,19
2023-11-07,Sneakers,Clothing,1420.25,18
2023-11-07,Dress,Clothing,1054.29,16
2023-11-07,Blender,Home & Kitchen,1195.99,24
2023-11-07,Coffee Maker,Home & Kitchen,1220.45,16
2023-11-07,Cookware Set,Home & Kitchen,1257.34,10
2023-11-07,Vacuum Cleaner,Home & Kitchen,1252.15,6
2023-11-07,Air Fryer,Home & Kitchen,2064.0,23
2023-11-07,Shampoo,Beauty,396.7,33
2023-11-07,Moisturizer,Beauty,1174.78,42
2023-11-07,Lipstick,Beauty,508.9,29
2023-11-07,Perfume,Beauty,372.92,6
2023-11-07,Face Serum,Beauty,711.23,18
2023-11-08,Laptop,Electronics,9873.7,11
2023-11-08,Smartphone,Electronics,12364.78,19
2023-11-08,Headphones,Electronics,2513.28,21
2023-11-08,Tablet,Electronics,5898.55,15
2023-11-08,Smart Watch,Electronics,6245.15,25
2023-11-08,T-Shirt,Clothing,1643.03,67
2023-11-08,Jeans,Clothing,2246.91,38
2023-11-08,Jacket,Clothing,2230.83,24
2023-11-08,Sneakers,Clothing,1745.43,22
2023-11-08,Dress,Clothing,1121.57,16
2023-11-08,Blender,Home & Kitchen,1018.71,20
2023-11-08,Coffee Maker,Home & Kitchen,897.31,12
2023-11-08,Cookware Set,Home & Kitchen,1292.62,10
2023-11-08,Vacuum Cleaner,Home & Kitchen,1338.39,7
2023-11-08,Air Fryer,Home & Kitchen,1795.83,20
2023-11-08,Shampoo,Beauty,449.49,40
2023-11-08,Moisturizer,Beauty,895.45,34
2023-11-08,Lipstick,Beauty,428.73,24
2023-11-08,Perfume,Beauty,807.67,13
2023-11-08,Face Serum,Beauty,681.33,16
2023-11-09,Laptop,Electronics,9169.19,10
2023-11-09,Smartphone,Electronics,14203.61,21
2023-11-09,Headphones,Electronics,2930.23,23
2023-11-09,Tablet,Electronics,4962.02,13
2023-11-09,Smart Watch,Electronics,6957.58,29
2023-11-09,T-Shirt,Clothing,876.84,35
2023-11-09,Jeans,Clothing,1210.58,22
2023-11-09,Jacket,Clothing,1721.79,21
2023-11-09,Sneakers,Clothing,1795.8,23
2023-11-09,Dress,Clothing,823.05,12
2023-11-09,Blender,Home & Kitchen,848.56,18
2023-11-09,Coffee Maker,Home & Kitchen,1077.23,14
2023-11-09,Cookware Set,Home & Kitchen,1209.5,10
2023-11-09,Vacuum Cleaner,Home & Kitchen,1504.44,8
2023-11-09,Air Fryer,Home & Kitchen,1251.37,15
2023-11-09,Shampoo,Beauty,369.65,33
2023-11-09,Moisturizer,Beauty,908.97,34
2023-11-09,Lipstick,Beauty,510.84,30
2023-11-09,Perfume,Beauty,542.5,8
2023-11-09,Face Serum,Beauty,657.66,15
2023-11-10,Laptop,Electronics,7138.2,8
2023-11-10,Smartphone,Electronics,10436.17,17
2023-11-10,Headphones,Electronics,4073.79,34
2023-11-10,Tablet,Electronics,5830.35,15
2023-11-10,Smart Watch,Electronics,5234.88,22
2023-11-10,T-Shirt,Clothing,900.8,40
2023-11-10,Jeans,Clothing,1472.66,26
2023-11-10,Jacket,Clothing,1659.34,20
2023-11-10,Sneakers,Clothing,1651.64,22
2023-11-10,Dress,Clothing,1011.72,14
2023-11-10,Blender,Home & Kitchen,951.35,21
2023-11-10,Coffee Maker,Home & Kitchen,886.87,12
2023-11-10,Cookware Set,Home & Kitchen,1180.51,9
2023-11-10,Vacuum Cleaner,Home & Kitchen,1307.97,7
2023-11-10,Air Fryer,Home & Kitchen,1451.2,17
2023-11-10,Shampoo,Beauty,437.38,35
2023-11-10,Moisturizer,Beauty,939.27,34
2023-11-10,Lipstick,Beauty,494.6,27
2023-11-10,Perfume,Beauty,579.26,9
2023-11-10,Face Serum,Beauty,553.35,13
2023-11-11,Laptop,Electronics,9053.9,10
2023-11-11,Smartphone,Electronics,15340.64,23
2023-11-11,Headphones,Electronics,3153.58,26
2023-11-11,Tablet,Electronics,7604.92,20
2023-11-11,Smart Watch,Electronics,6860.18,29
2023-11-11,T-Shirt,Clothing,1776.09,75
2023-11-11,Jeans,Clothing,2137.95,38
2023-11-11,Jacket,Clothing,2530.14,28
2023-11-11,Sneakers,Clothing,2552.42,34
2023-11-11,Dress,Clothing,1479.66,23
2023-11-11,Blender,Home & Kitchen,974.3,19
2023-11-11,Coffee Maker,Home & Kitchen,813.59,11
2023-11-11,Cookware Set,Home & Kitchen,1947.1,15
2023-11-11,Vacuum Cleaner,Home & Kitchen,1399.09,7
2023-11-11,Air Fryer,Home & Kitchen,1328.48,16
2023-11-11,Shampoo,Beauty,594.34,48
2023-11-11,Moisturizer,Beauty,1145.78,39
2023-11-11,Lipstick,Beauty,675.76,36
2023-11-11,Perfume,Beauty,526.74,8
2023-11-11,Face Serum,Beauty,633.16,16
2023-11-12,Laptop,Electronics,8054.79,9
2023-11-12,Smartphone,Electronics,12074.82,20
2023-11-12,Headphones,Electronics,6221.71,50
2023-11-12,Tablet,Electronics,5001.21,13
2023-11-12,Smart Watch,Electronics,7232.73,31
2023-11-12,T-Shirt,Clothing,1329.98,59
2023-11-12,Jeans,Clothing,2234.8,37
2023-11-12,Jacket,Clothing,3754.31,44
2023-11-12,Sneakers,Clothing,2382.15,31
2023-11-12,Dress,Clothing,1302.33,19
2023-11-12,Blender,Home & Kitchen,1142.25,23
2023-11-12,Coffee Maker,Home & Kitchen,1257.95,17
2023-11-12,Cookware Set,Home & Kitchen,1489.76,12
2023-11-12,Vacuum Cleaner,Home & Kitchen,1578.5,8
2023-11-12,Air Fryer,Home & Kitchen,1528.74,17
2023-11-12,Shampoo,Beauty,388.47,33
2023-11-12,Moisturizer,Beauty,781.93,29
2023-11-12,Lipstick,Beauty,600.36,34
2023-11-12,Perfume,Beauty,606.47,10
2023-11-12,Face Serum,Beauty,501.96,12
2023-11-13,Laptop,Electronics,7177.13,8
2023-11-13,Smartphone,Electronics,10512.18,16
2023-11-13,Headphones,Electronics,3688.46,28
2023-11-13,Tablet,Electronics,4811.98,12
2023-11-13,Smart Watch,Electronics,4902.33,20
2023-11-13,T-Shirt,Clothing,930.04,41
2023-11-13,Jeans,Clothing,1585.65,26
2023-11-13,Jacket,Clothing,1678.51,19
2023-11-13,Sneakers,Clothing,1562.86,19
2023-11-13,Dress,Clothing,837.25,13
2023-11-13,Blender,Home & Kitchen,786.08,16
2023-11-13,Coffee Maker,Home & Kitchen,1315.42,16
2023-11-13,Cookware Set,Home & Kitchen,1076.71,8
2023-11-13,Vacuum Cleaner,Home & Kitchen,1209.76,6
2023-11-13,Air Fryer,Home & Kitchen,1152.09,14
2023-11-13,Shampoo,Beauty,306.79,27
2023-11-13,Moisturizer,Beauty,613.81,21
2023-11-13,Lipstick,Beauty,344.93,20
2023-11-13,Perfume,Beauty,491.4,8
2023-11-13,Face Serum,Beauty,428.94,11
2023-11-14,Laptop,Electronics,8134.69,9
2023-11-14,Smartphone,Electronics,14082.87,21
2023-11-14,Headphones,Electronics,3671.94,28
2023-11-14,Tablet,Electronics,4637.58,12
2023-11-14,Smart Watch,Electronics,5074.99,22
2023-11-14,T-Shirt,Clothing,962.89,42
2023-11-14,Jeans,Clothing,1536.11,25
2023-11-14,Jacket,Clothing,1665.89,19
2023-11-14,Sneakers,Clothing,863.49,11
2023-11-14,Dress,Clothing,1005.48,14
2023-11-14,Blender,Home & Kitchen,647.13,14
2023-11-14,Coffee Maker,Home & Kitchen,847.75,11
2023-11-14,Cookware Set,Home & Kitchen,955.08,8
2023-11-14,Vacuum Cleaner,Home & Kitchen,2014.65,10
2023-11-14,Air Fryer,Home & Kitchen,1504.2,18
2023-11-14,Shampoo,Beauty,321.88,29
2023-11-14,Moisturizer,Beauty,715.48,25
2023-11-14,Lipstick,Beauty,518.61,29
2023-11-14,Perfume,Beauty,494.7,8
2023-11-14,Face Serum,Beauty,461.91,11
2023-11-15,Laptop,Electronics,7722.72,9
2023-11-15,Smartphone,Electronics,10368.92,17
2023-11-15,Headphones,Electronics,3746.35,28
2023-11-15,Tablet,Electronics,3683.43,10
2023-11-15,Smart Watch,Electronics,5297.92,22
2023-11-15,T-Shirt,Clothing,958.45,39
2023-11-15,Jeans,Clothing,1778.04,30
2023-11-15,Jacket,Clothing,1661.73,20
2023-11-15,Sneakers,Clothing,1822.86,24
2023-11-15,Dress,Clothing,1577.92,22
2023-11-15,Blender,Home & Kitchen,1178.33,25
2023-11-15,Coffee Maker,Home & Kitchen,1227.74,15
2023-11-15,Cookware Set,Home & Kitchen,1436.04,11
2023-11-15,Vacuum Cleaner,Home & Kitchen,1141.58,6
2023-11-15,Air Fryer,Home & Kitchen,891.09,10
2023-11-15,Shampoo,Beauty,389.69,34
2023-11-15,Moisturizer,Beauty,687.29,24
2023-11-15,Lipstick,Beauty,719.33,42
2023-11-15,Perfume,Beauty,398.64,6
2023-11-15,Face Serum,Beauty,552.24,14
2023-11-16,Laptop,Electronics,8248.47,9
2023-11-16,Smartphone,Electronics,8728.89,14
2023-11-16,Headphones,Electronics,3434.17,27
2023-11-16,Tablet,Electronics,3821.13,10
2023-11-16,Smart Watch,Electronics,5186.42,20
2023-11-16,T-Shirt,Clothing,987.82,40
2023-11-16,Jeans,Clothing,1301.13,22
2023-11-16,Jacket,Clothing,1388.59,15
2023-11-16,Sneakers,Clothing,1196.49,16
2023-11-16,Dress,Clothing,707.95,11
2023-11-16,Blender,Home & Kitchen,772.92,17
2023-11-16,Coffee Maker,Home & Kitchen,1182.19,15
2023-11-16,Cookware Set,Home & Kitchen,1026.32,8
2023-11-16,Vacuum Cleaner,Home & Kitchen,1820.56,9
2023-11-16,Air Fryer,Home & Kitchen,1871.56,22
2023-11-16,Shampoo,Beauty,300.14,26
2023-11-16,Moisturizer,Beauty,729.72,27
2023-11-16,Lipstick,Beauty,404.88,23
2023-11-16,Perfume,Beauty,467.64,7
2023-11-16,Face Serum,Beauty,453.58,11
2023-11-17,Laptop,Electronics,7098.99,8
2023-11-17,Smartphone,Electronics,12028.54,18
2023-11-17,Headphones,Electronics,3262.82,27
2023-11-17,Tablet,Electronics,3948.09,10
2023-11-17,Smart Watch,Electronics,5492.61,23
2023-11-17,T-Shirt,Clothing,910.59,39
2023-11-17,Jeans,Clothing,1276.02,21
2023-11-17,Jacket,Clothing,1334.72,15
2023-11-17,Sneakers,Clothing,1530.78,19
2023-11-17,Dress,Clothing,1330.85,19
2023-11-17,Blender,Home & Kitchen,973.63,21
2023-11-17,Coffee Maker,Home & Kitchen,841.22,11
2023-11-17,Cookware Set,Home & Kitchen,1127.74,9
2023-11-17,Vacuum Cleaner,Home & Kitchen,1229.53,6
2023-11-17,Air Fryer,Home & Kitchen,1322.95,16
2023-11-17,Shampoo,Beauty,307.32,26
2023-11-17,Moisturizer,Beauty,774.69,27
2023-11-17,Lipstick,Beauty,502.29,30
2023-11-17,Perfume,Beauty,378.8,6
2023-11-17,Face Serum,Beauty,654.24,15
2023-11-18,Laptop,Electronics,9904.81,11
2023-11-18,Smartphone,Electronics,17201.24,27
2023-11-18,Headphones,Electronics,4507.92,36
2023-11-18,Tablet,Electronics,6948.13,17
2023-11-18,Smart Watch,Electronics,6444.96,25
2023-11-18,T-Shirt,Clothing,1284.4,52
2023-11-18,Jeans,Clothing,2003.32,35
2023-11-18,Jacket,Clothing,1910.61,21
2023-11-18,Sneakers,Clothing,1618.03,21
2023-11-18,Dress,Clothing,1786.95,26
2023-11-18,Blender,Home & Kitchen,857.27,18
2023-11-18,Coffee Maker,Home & Kitchen,867.86,11
2023-11-18,Cookware Set,Home & Kitchen,1722.72,14
2023-11-18,Vacuum Cleaner,Home & Kitchen,2251.87,12
2023-11-18,Air Fryer,Home & Kitchen,1131.99,13
2023-11-18,Shampoo,Beauty,352.11,31
2023-11-18,Moisturizer,Beauty,848.57,31
2023-11-18,Lipstick,Beauty,403.76,24
2023-11-18,Perfume,Beauty,664.06,11
2023-11-18,Face Serum,Beauty,412.22,10
2023-11-19,Laptop,Electronics,12151.26,14
2023-11-19,Smartphone,Electronics,13160.73,21
2023-11-19,Headphones,Electronics,5437.49,45
2023-11-19,Tablet,Electronics,5644.82,14
2023-11-19,Smart Watch,Electronics,5980.79,24
2023-11-19,T-Shirt,Clothing,1182.88,47
2023-11-19,Jeans,Clothing,2719.95,47
2023-11-19,Jacket,Clothing,3157.66,35
2023-11-19,Sneakers,Clothing,3227.09,40
2023-11-19,Dress,Clothing,1172.31,17
2023-11-19,Blender,Home & Kitchen,1047.55,23
2023-11-19,Coffee Maker,Home & Kitchen,974.55,12
2023-11-19,Cookware Set,Home & Kitchen,1251.08,10
2023-11-19,Vacuum Cleaner,Home & Kitchen,1325.65,7
2023-11-19,Air Fryer,Home & Kitchen,1238.04,14
2023-11-19,Shampoo,Beauty,380.82,32
2023-11-19,Moisturizer,Beauty,788.05,27
2023-11-19,Lipstick,Beauty,695.94,37
2023-11-19,Perfume,Beauty,658.01,11
2023-11-19,Face Serum,Beauty,604.2,14
2023-11-20,Laptop,Electronics,7201.34,8
2023-11-20,Smartphone,Electronics,9750.01,16
2023-11-20,Headphones,Electronics,3437.24,28
2023-11-20,Tablet,Electronics,4944.56,12
2023-11-20,Smart Watch,Electronics,6613.97,26
2023-11-20,T-Shirt,Clothing,1460.46,58
2023-11-20,Jeans,Clothing,1323.86,23
2023-11-20,Jacket,Clothing,1247.58,14
2023-11-20,Sneakers,Clothing,1683.45,21
2023-11-20,Dress,Clothing,1099.11,17
2023-11-20,Blender,Home & Kitchen,1309.22,26
2023-11-20,Coffee Maker,Home & Kitchen,717.93,9
2023-11-20,Cookware Set,Home & Kitchen,1577.3,12
2023-11-20,Vacuum Cleaner,Home & Kitchen,1378.56,7
2023-11-20,Air Fryer,Home & Kitchen,1174.65,14
2023-11-20,Shampoo,Beauty,349.06,30
2023-11-20,Moisturizer,Beauty,791.11,30
2023-11-20,Lipstick,Beauty,419.52,23
2023-11-20,Perfume,Beauty,396.58,6
2023-11-20,Face Serum,Beauty,607.54,15
2023-11-21,Laptop,Electronics,5893.36,7
2023-11-21,Smartphone,Electronics,9079.67,15
2023-11-21,Headphones,Electronics,2754.53,23
2023-11-21,Tablet,Electronics,5746.01,14
2023-11-21,Smart Watch,Electronics,5194.94,20
2023-11-21,T-Shirt,Clothing,865.5,36
2023-11-21,Jeans,Clothing,1577.51,27
2023-11-21,Jacket,Clothing,1575.16,17
2023-11-21,Sneakers,Clothing,1270.22,17
2023-11-21,Dress,Clothing,761.25,11
2023-11-21,Blender,Home & Kitchen,871.57,19
2023-11-21,Coffee Maker,Home & Kitchen,970.64,12
2023-11-21,Cookware Set,Home & Kitchen,763.85,6
2023-11-21,Vacuum Cleaner,Home & Kitchen,1864.41,9
2023-11-21,Air Fryer,Home & Kitchen,842.91,10
2023-11-21,Shampoo,Beauty,295.88,24
2023-11-21,Moisturizer,Beauty,618.85,24
2023-11-21,Lipstick,Beauty,402.94,22
2023-11-21,Perfume,Beauty,420.15,7
2023-11-21,Face Serum,Beauty,394.66,10
2023-11-22,Laptop,Electronics,11129.31,13
2023-11-22,Smartphone,Electronics,21203.6,32
2023-11-22,Headphones,Electronics,5448.33,42
2023-11-22,Tablet,Electronics,7777.54,19
2023-11-22,Smart Watch,Electronics,7301.12,30
2023-11-22,T-Shirt,Clothing,1419.98,64
2023-11-22,Jeans,Clothing,2346.05,42
2023-11-22,Jacket,Clothing,2342.27,28
2023-11-22,Sneakers,Clothing,2057.65,26
2023-11-22,Dress,Clothing,1257.78,19
2023-11-22,Blender,Home & Kitchen,837.6,18
2023-11-22,Coffee Maker,Home & Kitchen,1933.32,26
2023-11-22,Cookware Set,Home & Kitchen,2531.27,20
2023-11-22,Vacuum Cleaner,Home & Kitchen,1861.45,10
2023-11-22,Air Fryer,Home & Kitchen,1977.32,23
2023-11-22,Shampoo,Beauty,714.55,57
2023-11-22,Moisturizer,Beauty,1019.93,35
2023-11-22,Lipstick,Beauty,560.65,33
2023-11-22,Perfume,Beauty,993.29,16
2023-11-22,Face Serum,Beauty,665.67,17
2023-11-23,Laptop,Electronics,10066.13,11
2023-11-23,Smartphone,Electronics,19709.25,29
2023-11-23,Headphones,Electronics,4486.47,36
2023-11-23,Tablet,Electronics,9438.73,23
2023-11-23,Smart Watch,Electronics,7996.81,33
2023-11-23,T-Shirt,Clothing,1236.51,56
2023-11-23,Jeans,Clothing,1969.46,35
2023-11-23,Jacket,Clothing,2342.06,27
2023-11-23,Sneakers,Clothing,2291.53,28
2023-11-23,Dress,Clothing,1503.32,21
2023-11-23,Blender,Home & Kitchen,1419.5,30
2023-11-23,Coffee Maker,Home & Kitchen,1840.41,24
2023-11-23,Cookware Set,Home & Kitchen,1949.22,16
2023-11-23,Vacuum Cleaner,Home & Kitchen,1782.86,9
2023-11-23,Air Fryer,Home & Kitchen,1669.33,19
2023-11-23,Shampoo,Beauty,592.0,49
2023-11-23,Moisturizer,Beauty,1247.36,47
2023-11-23,Lipstick,Beauty,608.64,35
2023-11-23,Perfume,Beauty,773.15,12
2023-11-23,Face Serum,Beauty,682.43,16
2023-11-24,Laptop,Electronics,9806.8,11
2023-11-24,Smartphone,Electronics,15651.91,24
2023-11-24,Headphones,Electronics,3175.83,26
2023-11-24,Tablet,Electronics,8839.39,22
2023-11-24,Smart Watch,Electronics,5819.74,25
2023-11-24,T-Shirt,Clothing,1429.47,62
2023-11-24,Jeans,Clothing,1498.13,27
2023-11-24,Jacket,Clothing,2498.39,27
2023-11-24,Sneakers,Clothing,2551.03,34
2023-11-24,Dress,Clothing,1423.97,22
2023-11-24,Blender,Home & Kitchen,1129.07,25
2023-11-24,Coffee Maker,Home & Kitchen,1203.52,16
2023-11-24,Cookware Set,Home & Kitchen,2022.14,17
2023-11-24,Vacuum Cleaner,Home & Kitchen,1608.84,8
2023-11-24,Air Fryer,Home & Kitchen,1937.52,21
2023-11-24,Shampoo,Beauty,429.32,38
2023-11-24,Moisturizer,Beauty,998.76,37
2023-11-24,Lipstick,Beauty,834.47,47
2023-11-24,Perfume,Beauty,761.55,12
2023-11-24,Face Serum,Beauty,686.53,16
2023-11-25,Laptop,Electronics,15297.67,17
2023-11-25,Smartphone,Electronics,20936.15,34
2023-11-25,Headphones,Electronics,7670.92,57
2023-11-25,Tablet,Electronics,10026.04,24
2023-11-25,Smart Watch,Electronics,9087.63,38
2023-11-25,T-Shirt,Clothing,2393.2,95
2023-11-25,Jeans,Clothing,2778.47,45
2023-11-25,Jacket,Clothing,3693.54,40
2023-11-25,Sneakers,Clothing,2983.44,38
2023-11-25,Dress,Clothing,2427.42,35
2023-11-25,Blender,Home & Kitchen,1670.56,37
2023-11-25,Coffee Maker,Home & Kitchen,1542.94,20
2023-11-25,Cookware Set,Home & Kitchen,1782.21,14
2023-11-25,Vacuum Cleaner,Home & Kitchen,2000.45,10
2023-11-25,Air Fryer,Home & Kitchen,2419.57,26
2023-11-25,Shampoo,Beauty,624.39,52
2023-11-25,Moisturizer,Beauty,1605.68,55
2023-11-25,Lipstick,Beauty,676.57,40
2023-11-25,Perfume,Beauty,905.06,14
2023-11-25,Face Serum,Beauty,967.81,25
2023-11-26,Laptop,Electronics,15255.62,18
2023-11-26,Smartphone,Electronics,23721.67,38
2023-11-26,Headphones,Electronics,7228.73,55
2023-11-26,Tablet,Electronics,9431.83,25
2023-11-26,Smart Watch,Electronics,10170.94,40
2023-11-26,T-Shirt,Clothing,1810.33,75
2023-11-26,Jeans,Clothing,2939.75,48
2023-11-26,Jacket,Clothing,3140.66,38
2023-11-26,Sneakers,Clothing,3390.92,45
2023-11-26,Dress,Clothing,1959.62,29
2023-11-26,Blender,Home & Kitchen,1156.27,24
2023-11-26,Coffee Maker,Home & Kitchen,1402.98,19
2023-11-26,Cookware Set,Home & Kitchen,2869.69,22
2023-11-26,Vacuum Cleaner,Home & Kitchen,1674.68,9
2023-11-26,Air Fryer,Home & Kitchen,1899.67,23
2023-11-26,Shampoo,Beauty,665.82,59
2023-11-26,Moisturizer,Beauty,1611.39,56
2023-11-26,Lipstick,Beauty,845.93,47
2023-11-26,Perfume,Beauty,660.4,10
2023-11-26,Face Serum,Beauty,852.77,20
2023-11-27,Laptop,Electronics,16578.95,18
2023-11-27,Smartphone,Electronics,14146.22,23
2023-11-27,Headphones,Electronics,4399.76,35
2023-11-27,Tablet,Electronics,9020.68,24
2023-11-27,Smart Watch,Electronics,7402.73,31
2023-11-27,T-Shirt,Clothing,1070.06,46
2023-11-27,Jeans,Clothing,1835.98,32
2023-11-27,Jacket,Clothing,1972.89,22
2023-11-27,Sneakers,Clothing,2188.82,30
2023-11-27,Dress,Clothing,1339.9,21
2023-11-27,Blender,Home & Kitchen,1122.9,22
2023-11-27,Coffee Maker,Home & Kitchen,1271.48,17
2023-11-27,Cookware Set,Home & Kitchen,1583.76,12
2023-11-27,Vacuum Cleaner,Home & Kitchen,2657.14,14
2023-11-27,Air Fryer,Home & Kitchen,1519.97,18
2023-11-27,Shampoo,Beauty,482.72,40
2023-11-27,Moisturizer,Beauty,1013.2,38
2023-11-27,Lipstick,Beauty,602.48,34
2023-11-27,Perfume,Beauty,665.04,10
2023-11-27,Face Serum,Beauty,985.84,23
2023-11-28,Laptop,Electronics,15858.92,19
2023-11-28,Smartphone,Electronics,17653.45,29
2023-11-28,Headphones,Electronics,5414.14,42
2023-11-28,Tablet,Electronics,5302.72,14
2023-11-28,Smart Watch,Electronics,9871.25,41
2023-11-28,T-Shirt,Clothing,1204.97,54
2023-11-28,Jeans,Clothing,1612.88,29
2023-11-28,Jacket,Clothing,2247.06,27
2023-11-28,Sneakers,Clothing,2832.76,35
2023-11-28,Dress,Clothing,1962.56,28
2023-11-28,Blender,Home & Kitchen,1117.85,24
2023-11-28,Coffee Maker,Home & Kitchen,1307.63,16
2023-11-28,Cookware Set,Home & Kitchen,1718.75,14
2023-11-28,Vacuum Cleaner,Home & Kitchen,1930.57,10
2023-11-28,Air Fryer,Home & Kitchen,2333.49,25
2023-11-28,Shampoo,Beauty,528.51,45
2023-11-28,Moisturizer,Beauty,879.09,30
2023-11-28,Lipstick,Beauty,543.25,32
2023-11-28,Perfume,Beauty,1086.71,16
2023-11-28,Face Serum,Beauty,810.82,20
2023-11-29,Laptop,Electronics,13859.35,15
2023-11-29,Smartphone,Electronics,14374.79,23
2023-11-29,Headphones,Electronics,5462.91,44
2023-11-29,Tablet,Electronics,4482.14,11
2023-11-29,Smart Watch,Electronics,8953.02,37
2023-11-29,T-Shirt,Clothing,1471.98,64
2023-11-29,Jeans,Clothing,1768.02,32
2023-11-29,Jacket,Clothing,2064.96,25
2023-11-29,Sneakers,Clothing,2612.54,33
2023-11-29,Dress,Clothing,1843.44,27
2023-11-29,Blender,Home & Kitchen,974.09,20
2023-11-29,Coffee Maker,Home & Kitchen,1455.41,18
2023-11-29,Cookware Set,Home & Kitchen,1394.38,11
2023-11-29,Vacuum Cleaner,Home & Kitchen,2352.11,12
2023-11-29,Air Fryer,Home & Kitchen,2293.75,27
2023-11-29,Shampoo,Beauty,401.75,36
2023-11-29,Moisturizer,Beauty,995.56,35
2023-11-29,Lipstick,Beauty,582.58,34
2023-11-29,Perfume,Beauty,791.5,12
2023-11-29,Face Serum,Beauty,629.3,16
2023-11-30,Laptop,Electronics,13445.4,15
2023-11-30,Smartphone,Electronics,21505.22,33
2023-11-30,Headphones,Electronics,5518.76,41
2023-11-30,Tablet,Electronics,6008.64,16
2023-11-30,Smart Watch,Electronics,7250.16,31
2023-11-30,T-Shirt,Clothing,1562.55,63
2023-11-30,Jeans,Clothing,2050.59,37
2023-11-30,Jacket,Clothing,2240.56,24
2023-11-30,Sneakers,Clothing,2823.41,35
2023-11-30,Dress,Clothing,1274.52,19
2023-11-30,Blender,Home & Kitchen,1769.87,37
2023-11-30,Coffee Maker,Home & Kitchen,1387.01,18
2023-11-30,Cookware Set,Home & Kitchen,1696.96,13
2023-11-30,Vacuum Cleaner,Home & Kitchen,1719.29,9
2023-11-30,Air Fryer,Home & Kitchen,1691.32,20
2023-11-30,Shampoo,Beauty,519.24,43
2023-11-30,Moisturizer,Beauty,1230.08,43
2023-11-30,Lipstick,Beauty,665.11,36
2023-11-30,Perfume,Beauty,629.17,10
2023-11-30,Face Serum,Beauty,745.67,18
2023-12-01,Laptop,Electronics,9264.67,10
